atom_id,source_dataset_id,source_row_id,atom_category,primary_label,secondary_labels,attributes,tags,provenance,confidence,status,notes
vm_vpr:VPR-0091:B,viral_potential_rated,VPR-0091,evaluation_pattern_bundle,piano_memorability_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""piano_memorability"", ""low_score_signature"": ""weak_or_inconsistent_piano_memorability"", ""high_score_signature"": ""strong_and_clear_piano_memorability"", ""red_flag_if_missing"": ""piano_memorability_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_piano_and_boost_memorability"", ""notes"": ""auto_generated_piano_memorability_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0092:A,viral_potential_rated,VPR-0092,evaluation_criterion,piano_originality,"[""medium"", ""both""]","{""criterion"": ""piano_originality"", ""criterion_description"": ""piano_originality_for_viral_potential_evaluation"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0092:B,viral_potential_rated,VPR-0092,evaluation_pattern_bundle,piano_originality_pattern_bundle,"[""medium"", ""both""]","{""criterion"": ""piano_originality"", ""low_score_signature"": ""weak_or_inconsistent_piano_originality"", ""high_score_signature"": ""strong_and_clear_piano_originality"", ""red_flag_if_missing"": ""piano_originality_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_piano_and_boost_originality"", ""notes"": ""auto_generated_piano_originality_metric"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0093:A,viral_potential_rated,VPR-0093,evaluation_criterion,strings_clarity,"[""high"", ""both""]","{""criterion"": ""strings_clarity"", ""criterion_description"": ""strings_clarity_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0093:B,viral_potential_rated,VPR-0093,evaluation_pattern_bundle,strings_clarity_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""strings_clarity"", ""low_score_signature"": ""weak_or_inconsistent_strings_clarity"", ""high_score_signature"": ""strong_and_clear_strings_clarity"", ""red_flag_if_missing"": ""strings_clarity_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_strings_and_boost_clarity"", ""notes"": ""auto_generated_strings_clarity_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0094:A,viral_potential_rated,VPR-0094,evaluation_criterion,strings_impact,"[""critical"", ""both""]","{""criterion"": ""strings_impact"", ""criterion_description"": ""strings_impact_for_viral_potential_evaluation"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0094:B,viral_potential_rated,VPR-0094,evaluation_pattern_bundle,strings_impact_pattern_bundle,"[""critical"", ""both""]","{""criterion"": ""strings_impact"", ""low_score_signature"": ""weak_or_inconsistent_strings_impact"", ""high_score_signature"": ""strong_and_clear_strings_impact"", ""red_flag_if_missing"": ""strings_impact_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_strings_and_boost_impact"", ""notes"": ""auto_generated_strings_impact_metric"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0095:A,viral_potential_rated,VPR-0095,evaluation_criterion,strings_memorability,"[""high"", ""both""]","{""criterion"": ""strings_memorability"", ""criterion_description"": ""strings_memorability_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0095:B,viral_potential_rated,VPR-0095,evaluation_pattern_bundle,strings_memorability_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""strings_memorability"", ""low_score_signature"": ""weak_or_inconsistent_strings_memorability"", ""high_score_signature"": ""strong_and_clear_strings_memorability"", ""red_flag_if_missing"": ""strings_memorability_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_strings_and_boost_memorability"", ""notes"": ""auto_generated_strings_memorability_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0096:A,viral_potential_rated,VPR-0096,evaluation_criterion,strings_originality,"[""medium"", ""both""]","{""criterion"": ""strings_originality"", ""criterion_description"": ""strings_originality_for_viral_potential_evaluation"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0096:B,viral_potential_rated,VPR-0096,evaluation_pattern_bundle,strings_originality_pattern_bundle,"[""medium"", ""both""]","{""criterion"": ""strings_originality"", ""low_score_signature"": ""weak_or_inconsistent_strings_originality"", ""high_score_signature"": ""strong_and_clear_strings_originality"", ""red_flag_if_missing"": ""strings_originality_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_strings_and_boost_originality"", ""notes"": ""auto_generated_strings_originality_metric"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0097:A,viral_potential_rated,VPR-0097,evaluation_criterion,brass_clarity,"[""high"", ""both""]","{""criterion"": ""brass_clarity"", ""criterion_description"": ""brass_clarity_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0097:B,viral_potential_rated,VPR-0097,evaluation_pattern_bundle,brass_clarity_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""brass_clarity"", ""low_score_signature"": ""weak_or_inconsistent_brass_clarity"", ""high_score_signature"": ""strong_and_clear_brass_clarity"", ""red_flag_if_missing"": ""brass_clarity_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_brass_and_boost_clarity"", ""notes"": ""auto_generated_brass_clarity_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0098:A,viral_potential_rated,VPR-0098,evaluation_criterion,brass_impact,"[""critical"", ""both""]","{""criterion"": ""brass_impact"", ""criterion_description"": ""brass_impact_for_viral_potential_evaluation"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0098:B,viral_potential_rated,VPR-0098,evaluation_pattern_bundle,brass_impact_pattern_bundle,"[""critical"", ""both""]","{""criterion"": ""brass_impact"", ""low_score_signature"": ""weak_or_inconsistent_brass_impact"", ""high_score_signature"": ""strong_and_clear_brass_impact"", ""red_flag_if_missing"": ""brass_impact_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_brass_and_boost_impact"", ""notes"": ""auto_generated_brass_impact_metric"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0099:A,viral_potential_rated,VPR-0099,evaluation_criterion,brass_memorability,"[""high"", ""both""]","{""criterion"": ""brass_memorability"", ""criterion_description"": ""brass_memorability_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0099:B,viral_potential_rated,VPR-0099,evaluation_pattern_bundle,brass_memorability_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""brass_memorability"", ""low_score_signature"": ""weak_or_inconsistent_brass_memorability"", ""high_score_signature"": ""strong_and_clear_brass_memorability"", ""red_flag_if_missing"": ""brass_memorability_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_brass_and_boost_memorability"", ""notes"": ""auto_generated_brass_memorability_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0100:A,viral_potential_rated,VPR-0100,evaluation_criterion,brass_originality,"[""medium"", ""both""]","{""criterion"": ""brass_originality"", ""criterion_description"": ""brass_originality_for_viral_potential_evaluation"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0100:B,viral_potential_rated,VPR-0100,evaluation_pattern_bundle,brass_originality_pattern_bundle,"[""medium"", ""both""]","{""criterion"": ""brass_originality"", ""low_score_signature"": ""weak_or_inconsistent_brass_originality"", ""high_score_signature"": ""strong_and_clear_brass_originality"", ""red_flag_if_missing"": ""brass_originality_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_brass_and_boost_originality"", ""notes"": ""auto_generated_brass_originality_metric"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0101:A,viral_potential_rated,VPR-0101,evaluation_criterion,fx_clarity,"[""high"", ""both""]","{""criterion"": ""fx_clarity"", ""criterion_description"": ""fx_clarity_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0101:B,viral_potential_rated,VPR-0101,evaluation_pattern_bundle,fx_clarity_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""fx_clarity"", ""low_score_signature"": ""weak_or_inconsistent_fx_clarity"", ""high_score_signature"": ""strong_and_clear_fx_clarity"", ""red_flag_if_missing"": ""fx_clarity_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_fx_and_boost_clarity"", ""notes"": ""auto_generated_fx_clarity_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0102:A,viral_potential_rated,VPR-0102,evaluation_criterion,fx_impact,"[""critical"", ""both""]","{""criterion"": ""fx_impact"", ""criterion_description"": ""fx_impact_for_viral_potential_evaluation"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0102:B,viral_potential_rated,VPR-0102,evaluation_pattern_bundle,fx_impact_pattern_bundle,"[""critical"", ""both""]","{""criterion"": ""fx_impact"", ""low_score_signature"": ""weak_or_inconsistent_fx_impact"", ""high_score_signature"": ""strong_and_clear_fx_impact"", ""red_flag_if_missing"": ""fx_impact_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_fx_and_boost_impact"", ""notes"": ""auto_generated_fx_impact_metric"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0103:A,viral_potential_rated,VPR-0103,evaluation_criterion,fx_memorability,"[""high"", ""both""]","{""criterion"": ""fx_memorability"", ""criterion_description"": ""fx_memorability_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0103:B,viral_potential_rated,VPR-0103,evaluation_pattern_bundle,fx_memorability_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""fx_memorability"", ""low_score_signature"": ""weak_or_inconsistent_fx_memorability"", ""high_score_signature"": ""strong_and_clear_fx_memorability"", ""red_flag_if_missing"": ""fx_memorability_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_fx_and_boost_memorability"", ""notes"": ""auto_generated_fx_memorability_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0104:A,viral_potential_rated,VPR-0104,evaluation_criterion,fx_originality,"[""medium"", ""both""]","{""criterion"": ""fx_originality"", ""criterion_description"": ""fx_originality_for_viral_potential_evaluation"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0104:B,viral_potential_rated,VPR-0104,evaluation_pattern_bundle,fx_originality_pattern_bundle,"[""medium"", ""both""]","{""criterion"": ""fx_originality"", ""low_score_signature"": ""weak_or_inconsistent_fx_originality"", ""high_score_signature"": ""strong_and_clear_fx_originality"", ""red_flag_if_missing"": ""fx_originality_not_obvious_in_clip"", ""uplift_strategies"": ""adjust_fx_and_boost_originality"", ""notes"": ""auto_generated_fx_originality_metric"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0105:A,viral_potential_rated,VPR-0105,evaluation_criterion,transition_clarity,"[""high"", ""both""]","{""criterion"": ""transition_clarity"", ""criterion_description"": ""transition_clarity_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0105:B,viral_potential_rated,VPR-0105,evaluation_pattern_bundle,transition_clarity_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""transition_clarity"", ""low_score_signature"": ""weak_or_inconsistent_transition_clarity"", ""high_score_signature"": ""strong_and_clear_transition_clarity"", ""red_flag_if_missing"": ""transition_clarity_not_obvious_in_clip"", ""uplift_strategies"": ""refine_transition_execution_and_boost_clarity"", ""notes"": ""auto_generated_transition_clarity_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0106:A,viral_potential_rated,VPR-0106,evaluation_criterion,transition_impact,"[""critical"", ""both""]","{""criterion"": ""transition_impact"", ""criterion_description"": ""transition_impact_for_viral_potential_evaluation"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0106:B,viral_potential_rated,VPR-0106,evaluation_pattern_bundle,transition_impact_pattern_bundle,"[""critical"", ""both""]","{""criterion"": ""transition_impact"", ""low_score_signature"": ""weak_or_inconsistent_transition_impact"", ""high_score_signature"": ""strong_and_clear_transition_impact"", ""red_flag_if_missing"": ""transition_impact_not_obvious_in_clip"", ""uplift_strategies"": ""refine_transition_execution_and_boost_impact"", ""notes"": ""auto_generated_transition_impact_metric"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0107:A,viral_potential_rated,VPR-0107,evaluation_criterion,transition_memorability,"[""high"", ""both""]","{""criterion"": ""transition_memorability"", ""criterion_description"": ""transition_memorability_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0107:B,viral_potential_rated,VPR-0107,evaluation_pattern_bundle,transition_memorability_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""transition_memorability"", ""low_score_signature"": ""weak_or_inconsistent_transition_memorability"", ""high_score_signature"": ""strong_and_clear_transition_memorability"", ""red_flag_if_missing"": ""transition_memorability_not_obvious_in_clip"", ""uplift_strategies"": ""refine_transition_execution_and_boost_memorability"", ""notes"": ""auto_generated_transition_memorability_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0108:A,viral_potential_rated,VPR-0108,evaluation_criterion,transition_originality,"[""medium"", ""both""]","{""criterion"": ""transition_originality"", ""criterion_description"": ""transition_originality_for_viral_potential_evaluation"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0108:B,viral_potential_rated,VPR-0108,evaluation_pattern_bundle,transition_originality_pattern_bundle,"[""medium"", ""both""]","{""criterion"": ""transition_originality"", ""low_score_signature"": ""weak_or_inconsistent_transition_originality"", ""high_score_signature"": ""strong_and_clear_transition_originality"", ""red_flag_if_missing"": ""transition_originality_not_obvious_in_clip"", ""uplift_strategies"": ""refine_transition_execution_and_boost_originality"", ""notes"": ""auto_generated_transition_originality_metric"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0109:A,viral_potential_rated,VPR-0109,evaluation_criterion,structure_clarity,"[""high"", ""both""]","{""criterion"": ""structure_clarity"", ""criterion_description"": ""structure_clarity_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0109:B,viral_potential_rated,VPR-0109,evaluation_pattern_bundle,structure_clarity_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""structure_clarity"", ""low_score_signature"": ""weak_or_inconsistent_structure_clarity"", ""high_score_signature"": ""strong_and_clear_structure_clarity"", ""red_flag_if_missing"": ""structure_clarity_not_obvious_in_clip"", ""uplift_strategies"": ""refine_structure_execution_and_boost_clarity"", ""notes"": ""auto_generated_structure_clarity_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0110:A,viral_potential_rated,VPR-0110,evaluation_criterion,structure_impact,"[""critical"", ""both""]","{""criterion"": ""structure_impact"", ""criterion_description"": ""structure_impact_for_viral_potential_evaluation"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0110:B,viral_potential_rated,VPR-0110,evaluation_pattern_bundle,structure_impact_pattern_bundle,"[""critical"", ""both""]","{""criterion"": ""structure_impact"", ""low_score_signature"": ""weak_or_inconsistent_structure_impact"", ""high_score_signature"": ""strong_and_clear_structure_impact"", ""red_flag_if_missing"": ""structure_impact_not_obvious_in_clip"", ""uplift_strategies"": ""refine_structure_execution_and_boost_impact"", ""notes"": ""auto_generated_structure_impact_metric"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0111:A,viral_potential_rated,VPR-0111,evaluation_criterion,structure_memorability,"[""high"", ""both""]","{""criterion"": ""structure_memorability"", ""criterion_description"": ""structure_memorability_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0111:B,viral_potential_rated,VPR-0111,evaluation_pattern_bundle,structure_memorability_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""structure_memorability"", ""low_score_signature"": ""weak_or_inconsistent_structure_memorability"", ""high_score_signature"": ""strong_and_clear_structure_memorability"", ""red_flag_if_missing"": ""structure_memorability_not_obvious_in_clip"", ""uplift_strategies"": ""refine_structure_execution_and_boost_memorability"", ""notes"": ""auto_generated_structure_memorability_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0112:A,viral_potential_rated,VPR-0112,evaluation_criterion,structure_originality,"[""medium"", ""both""]","{""criterion"": ""structure_originality"", ""criterion_description"": ""structure_originality_for_viral_potential_evaluation"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0112:B,viral_potential_rated,VPR-0112,evaluation_pattern_bundle,structure_originality_pattern_bundle,"[""medium"", ""both""]","{""criterion"": ""structure_originality"", ""low_score_signature"": ""weak_or_inconsistent_structure_originality"", ""high_score_signature"": ""strong_and_clear_structure_originality"", ""red_flag_if_missing"": ""structure_originality_not_obvious_in_clip"", ""uplift_strategies"": ""refine_structure_execution_and_boost_originality"", ""notes"": ""auto_generated_structure_originality_metric"", ""weight_level"": ""medium"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0113:A,viral_potential_rated,VPR-0113,evaluation_criterion,dynamic_clarity,"[""high"", ""both""]","{""criterion"": ""dynamic_clarity"", ""criterion_description"": ""dynamic_clarity_for_viral_potential_evaluation"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0113:B,viral_potential_rated,VPR-0113,evaluation_pattern_bundle,dynamic_clarity_pattern_bundle,"[""high"", ""both""]","{""criterion"": ""dynamic_clarity"", ""low_score_signature"": ""weak_or_inconsistent_dynamic_clarity"", ""high_score_signature"": ""strong_and_clear_dynamic_clarity"", ""red_flag_if_missing"": ""dynamic_clarity_not_obvious_in_clip"", ""uplift_strategies"": ""refine_dynamic_execution_and_boost_clarity"", ""notes"": ""auto_generated_dynamic_clarity_metric"", ""weight_level"": ""high"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
vm_vpr:VPR-0114:A,viral_potential_rated,VPR-0114,evaluation_criterion,dynamic_impact,"[""critical"", ""both""]","{""criterion"": ""dynamic_impact"", ""criterion_description"": ""dynamic_impact_for_viral_potential_evaluation"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_criterion""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_A""]}",0.96,active,
vm_vpr:VPR-0114:B,viral_potential_rated,VPR-0114,evaluation_pattern_bundle,dynamic_impact_pattern_bundle,"[""critical"", ""both""]","{""criterion"": ""dynamic_impact"", ""low_score_signature"": ""weak_or_inconsistent_dynamic_impact"", ""high_score_signature"": ""strong_and_clear_dynamic_impact"", ""red_flag_if_missing"": ""dynamic_impact_not_obvious_in_clip"", ""uplift_strategies"": ""refine_dynamic_execution_and_boost_impact"", ""notes"": ""auto_generated_dynamic_impact_metric"", ""weight_level"": ""critical"", ""platform_focus"": ""both""}","[""viral_muse"", ""viral_potential_rated"", ""evaluation_pattern_bundle""]","{""source_type"": ""dataset_row"", ""rule_ids"": [""UMGG_V1_VPR_SPLIT_B""]}",0.95,active,
